area_ha,id,alt_zone,ds,rst_code,dev_stage,rst,priv,for_res,BAU,BIO,WOOD,HYBRID,fsID,age
0.624075491276011,9814.0,4.0,ds4,ds4_4,Schwaches Baumholz,Schwaches Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3660,not_young
0.973029263426526,9816.0,4.0,ds4,ds4_4,Schwaches Baumholz,Schwaches Baumholz_4,0.0,0.0,3.0,3.0,4.0,4.0,3661,not_young
0.84073568401672,9822.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,3.0,3.0,3662,not_young
0.629111549034901,9832.0,4.0,ds1,ds1_4,Jungwuchs/Dickung,Jungwuchs/Dickung_4,0.0,0.0,3.0,3.0,3.0,3.0,3663,young
0.810653101761639,9837.0,4.0,ds1,ds1_4,Jungwuchs/Dickung,Jungwuchs/Dickung_4,0.0,0.0,3.0,3.0,3.0,3.0,3664,young
0.684110226529464,9838.0,4.0,ds2,ds2_4,Jungwuchs/Dickung,Jungwuchs/Dickung_4,0.0,0.0,3.0,3.0,4.0,4.0,3665,young
0.558392720377841,9839.0,4.0,ds6,ds6_4,Starkes Baumholz,Starkes Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3666,not_young
1.557187814139109,9840.0,4.0,ds5,ds5_4,Mittleres Baumholz,Mittleres Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3667,not_young
0.769670648196992,9842.0,4.0,ds1,ds1_4,Jungwuchs/Dickung,Jungwuchs/Dickung_4,0.0,0.0,3.0,3.0,3.0,3.0,3668,young
1.361220575158391,9843.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3669,not_young
